epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_sensitivity,val_specificity,val_auc,test_accuracy,test_auc,lr
28,0.0064,0.9998,0.0535,0.9808,0.988,0.9602,0.9964,0.8365,0.9291,3.125e-07
29,0.0061,1.0,0.0543,0.9834,0.988,0.9701,0.9969,0.8429,0.9333,3.125e-07
30,0.0049,1.0,0.0549,0.9796,0.9828,0.9701,0.9969,0.8429,0.9336,3.125e-07
31,0.0054,1.0,0.0532,0.9821,0.9863,0.9701,0.9968,0.8429,0.9309,3.125e-07
32,0.0057,0.9998,0.054,0.9821,0.9897,0.9602,0.9967,0.8333,0.9253,1.5625e-07
33,0.0057,0.9998,0.0532,0.9808,0.988,0.9602,0.9964,0.8365,0.9273,1.5625e-07
34,0.0076,0.9993,0.054,0.9808,0.9897,0.9552,0.9962,0.8317,0.9201,1.5625e-07
35,0.005,1.0,0.0553,0.9796,0.9828,0.9701,0.9969,0.8429,0.938,1.5625e-07
36,0.0066,0.9995,0.0537,0.9821,0.988,0.9652,0.9965,0.8381,0.929,7.8125e-08
37,0.005,1.0,0.0579,0.9796,0.9828,0.9701,0.9972,0.851,0.9422,7.8125e-08
38,0.0049,1.0,0.0584,0.9808,0.9828,0.9751,0.9972,0.8558,0.9426,7.8125e-08
39,0.0052,1.0,0.0577,0.9796,0.9828,0.9701,0.9972,0.8478,0.9407,7.8125e-08
40,0.006,1.0,0.0556,0.9783,0.9828,0.9652,0.9969,0.8429,0.9311,3.90625e-08
41,0.0061,0.9998,0.0543,0.9821,0.9863,0.9701,0.9968,0.8429,0.9338,3.90625e-08
42,0.0057,0.9998,0.0574,0.9796,0.9828,0.9701,0.997,0.8446,0.9373,3.90625e-08
43,0.0064,1.0,0.0552,0.9796,0.9845,0.9652,0.9968,0.8413,0.9315,3.90625e-08
44,0.0053,1.0,0.054,0.9834,0.988,0.9701,0.9966,0.8413,0.934,1.953125e-08
45,0.0065,0.9998,0.0571,0.9796,0.9828,0.9701,0.997,0.8446,0.9369,1.953125e-08
46,0.0059,0.9998,0.0539,0.9821,0.9897,0.9602,0.9964,0.8349,0.9244,1.953125e-08
47,0.0052,1.0,0.054,0.9821,0.9897,0.9602,0.9966,0.8333,0.9248,1.953125e-08
48,0.0053,0.9998,0.0527,0.9821,0.988,0.9652,0.9968,0.8381,0.93,1.953125e-08
49,0.0063,1.0,0.061,0.9796,0.9811,0.9751,0.9975,0.8622,0.9436,1.953125e-08
50,0.0056,1.0,0.0557,0.9796,0.9828,0.9701,0.9971,0.8446,0.938,1.953125e-08
51,0.006,0.9998,0.0547,0.9821,0.988,0.9652,0.997,0.8429,0.9329,1.953125e-08
52,0.0048,1.0,0.0542,0.9808,0.988,0.9602,0.9968,0.8365,0.9276,1.953125e-08
53,0.0059,0.9998,0.0536,0.9808,0.988,0.9602,0.9961,0.8349,0.9229,1.953125e-08
54,0.006,1.0,0.0535,0.9808,0.988,0.9602,0.9964,0.8365,0.9272,1.953125e-08
55,0.0057,1.0,0.0543,0.9808,0.9845,0.9701,0.9963,0.8429,0.9329,1.953125e-08
56,0.0047,1.0,0.0538,0.9821,0.988,0.9652,0.9966,0.8365,0.9301,1.953125e-08
57,0.0061,0.9998,0.0537,0.9821,0.988,0.9652,0.9965,0.8381,0.9273,1.953125e-08
58,0.0062,0.9995,0.0547,0.9821,0.9863,0.9701,0.9969,0.8413,0.9335,1.953125e-08
59,0.0057,1.0,0.0536,0.9808,0.988,0.9602,0.9969,0.8365,0.9272,1.953125e-08
60,0.006,1.0,0.0571,0.9796,0.9828,0.9701,0.9971,0.8478,0.9391,1.953125e-08
61,0.0053,1.0,0.0538,0.9821,0.988,0.9652,0.9966,0.8365,0.9268,1.953125e-08
62,0.0049,1.0,0.0532,0.9821,0.988,0.9652,0.9964,0.8365,0.9263,1.953125e-08
63,0.0055,1.0,0.0538,0.9808,0.988,0.9602,0.9967,0.8365,0.9286,1.953125e-08
64,0.007,0.9995,0.057,0.9796,0.9828,0.9701,0.9971,0.8446,0.9376,1.953125e-08
65,0.0058,1.0,0.054,0.9808,0.9897,0.9552,0.9958,0.8301,0.9217,1.953125e-08
66,0.0056,1.0,0.0547,0.9834,0.9931,0.9552,0.9957,0.8205,0.9152,1.953125e-08
67,0.0058,0.9998,0.0568,0.9796,0.9828,0.9701,0.9972,0.8446,0.9364,1.953125e-08
68,0.0065,1.0,0.0562,0.9796,0.9828,0.9701,0.9973,0.8446,0.9385,1.953125e-08
69,0.0055,1.0,0.0556,0.9834,0.9948,0.9502,0.9957,0.8189,0.915,1.953125e-08
70,0.0064,0.9998,0.0583,0.9796,0.9828,0.9701,0.9972,0.8526,0.9408,1.953125e-08
71,0.0056,1.0,0.0559,0.9796,0.9828,0.9701,0.9969,0.8462,0.9369,1.953125e-08
72,0.0057,0.9998,0.0635,0.9796,0.9794,0.9801,0.9974,0.8638,0.9439,1.953125e-08
73,0.0054,1.0,0.0649,0.977,0.9759,0.9801,0.9975,0.867,0.9469,1.953125e-08
74,0.0058,0.9998,0.0541,0.9821,0.9863,0.9701,0.997,0.8429,0.9342,1.953125e-08
75,0.0058,1.0,0.0536,0.9808,0.988,0.9602,0.9968,0.8349,0.924,1.953125e-08
76,0.0085,0.9984,0.054,0.9808,0.9897,0.9552,0.9963,0.8301,0.9205,1.953125e-08
77,0.0051,1.0,0.0538,0.9821,0.988,0.9652,0.9964,0.8365,0.9263,1.953125e-08
78,0.0054,1.0,0.054,0.9821,0.9897,0.9602,0.9966,0.8333,0.9241,1.953125e-08
79,0.0056,0.9998,0.0572,0.9796,0.9828,0.9701,0.9972,0.851,0.9397,1.953125e-08
80,0.0066,0.9995,0.0553,0.9821,0.9914,0.9552,0.9961,0.8269,0.9163,1.953125e-08
81,0.0058,0.9998,0.0532,0.9821,0.9897,0.9602,0.9963,0.8365,0.9235,1.953125e-08
82,0.0054,0.9998,0.0542,0.9821,0.9897,0.9602,0.9963,0.8333,0.923,1.953125e-08
83,0.0058,0.9995,0.0584,0.9821,0.9948,0.9453,0.9952,0.8061,0.9057,1.953125e-08
84,0.0053,1.0,0.056,0.9796,0.9828,0.9701,0.9973,0.8446,0.9357,1.953125e-08
85,0.0079,0.9993,0.0532,0.9808,0.988,0.9602,0.9967,0.8349,0.9282,1.953125e-08
86,0.0049,1.0,0.0556,0.9796,0.9828,0.9701,0.9972,0.8446,0.9345,1.953125e-08
87,0.006,1.0,0.0561,0.9796,0.9828,0.9701,0.9969,0.8446,0.9359,1.953125e-08
88,0.0087,0.9989,0.0542,0.9821,0.988,0.9652,0.9971,0.8413,0.9288,1.953125e-08
89,0.0062,0.9995,0.0537,0.9821,0.988,0.9652,0.9968,0.8381,0.9286,1.953125e-08
90,0.0068,0.9995,0.0571,0.9821,0.9948,0.9453,0.9954,0.8141,0.9106,1.953125e-08
91,0.0053,0.9995,0.0561,0.9796,0.9828,0.9701,0.9969,0.8462,0.9381,1.953125e-08
92,0.0058,0.9998,0.0551,0.9808,0.9897,0.9552,0.996,0.8237,0.9194,1.953125e-08
93,0.0047,1.0,0.0539,0.9796,0.9845,0.9652,0.9968,0.8413,0.9332,1.953125e-08
94,0.0053,1.0,0.0543,0.9808,0.9863,0.9652,0.997,0.8413,0.9322,1.953125e-08
95,0.0052,1.0,0.0538,0.9821,0.9863,0.9701,0.9968,0.8413,0.9319,1.953125e-08
96,0.0122,0.9968,0.0539,0.9821,0.988,0.9652,0.9968,0.8397,0.9278,1.953125e-08
97,0.0074,0.9993,0.0566,0.9796,0.9828,0.9701,0.997,0.8494,0.938,1.953125e-08
98,0.0086,0.9982,0.058,0.9796,0.9828,0.9701,0.9972,0.8462,0.9403,1.953125e-08
99,0.0064,0.9995,0.054,0.9821,0.9897,0.9602,0.9961,0.8317,0.9192,1.953125e-08
100,0.0053,1.0,0.0548,0.9821,0.988,0.9652,0.9967,0.8397,0.9284,1.953125e-08
