epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_sensitivity,val_specificity,val_auc,test_accuracy,test_auc,lr
1,0.2057,0.928,0.0733,0.9796,0.9828,0.9701,0.9957,0.8285,0.9369,5e-05
2,0.0506,0.9871,0.0551,0.9808,0.9863,0.9652,0.9979,0.8045,0.9433,5e-05
3,0.0203,0.9966,0.0539,0.977,0.9777,0.9751,0.9983,0.8446,0.9489,5e-05
4,0.0098,0.9991,0.0476,0.9808,0.9845,0.9701,0.9984,0.8253,0.9309,5e-05
5,0.0085,0.9989,0.0497,0.9821,0.9828,0.9801,0.9985,0.8542,0.9477,5e-05
6,0.0046,0.9998,0.0484,0.9821,0.9863,0.9701,0.9985,0.8413,0.9348,5e-05
7,0.0041,0.9998,0.0464,0.9821,0.9828,0.9801,0.9983,0.851,0.9312,5e-05
8,0.0032,1.0,0.0604,0.9745,0.9742,0.9751,0.9986,0.867,0.9431,5e-05
9,0.0048,0.9989,0.0498,0.9783,0.9931,0.9353,0.9986,0.7901,0.8787,5e-05
10,0.0051,0.9989,0.0553,0.9783,0.9897,0.9453,0.9985,0.7997,0.9426,5e-05
11,0.0036,0.9993,0.0557,0.9808,0.9828,0.9751,0.9989,0.8526,0.947,5e-05
12,0.0078,0.9968,0.0432,0.9834,0.988,0.9701,0.9986,0.8253,0.9146,5e-05
13,0.0145,0.9959,0.0449,0.9834,0.9828,0.9851,0.9991,0.8734,0.9686,5e-05
14,0.0045,0.9991,0.0351,0.986,0.9897,0.9751,0.999,0.8317,0.946,5e-05
15,0.0021,1.0,0.0333,0.9911,0.9931,0.9851,0.9993,0.8349,0.9524,5e-05
16,0.0014,1.0,0.0331,0.9898,0.9948,0.9751,0.9993,0.8365,0.9468,5e-05
17,0.0011,1.0,0.0371,0.9885,0.9914,0.9801,0.9992,0.8494,0.9523,5e-05
18,0.0008,1.0,0.0359,0.9872,0.9914,0.9751,0.9992,0.8446,0.9491,5e-05
19,0.002,0.9995,0.0355,0.9847,0.9863,0.9801,0.9991,0.8429,0.9371,2.5e-05
20,0.0012,1.0,0.0376,0.9847,0.9966,0.9502,0.9993,0.8141,0.9178,2.5e-05
21,0.0008,1.0,0.0366,0.9911,0.9948,0.9801,0.9992,0.8381,0.9409,2.5e-05
22,0.0007,1.0,0.0423,0.9808,0.9811,0.9801,0.9992,0.8606,0.9536,2.5e-05
23,0.0007,1.0,0.0343,0.9898,0.9948,0.9751,0.9992,0.8301,0.9362,1.25e-05
24,0.0006,1.0,0.0357,0.9898,0.9931,0.9801,0.9992,0.8446,0.9453,1.25e-05
25,0.0006,1.0,0.0357,0.9898,0.9931,0.9801,0.9992,0.8446,0.9424,1.25e-05
